uf;municipio_cod;municipio_nome;escola_cod;escola_nome;ideb
PE;2610004;Palmares;26101130;EDUC RADIALISTA PAULO SIQUEIRA MARQUES;-
PE;2610004;Palmares;26101203;ESCOLA DOUTOR PEDRO AFONSO DE MEDEIROS;3,3
PE;2610004;Palmares;26101599;ESCOLA PROFESSOR ELISEU PEREIRA DE MELO;-
PE;2610004;Palmares;26101602;ESCOLA DE REFERENCIA EM ENSINO MEDIO DA FRATERNIDADE PALMARENSE;3,4
PE;2610004;Palmares;26101610;ESCOLA MAQUINISTA AMARO MONTEIRO;3,2
PE;2610004;Palmares;26101653;ESCOLA TECNICA ESTADUAL DE PALMARES;4,7
PE;2611408;Primavera;26102153;ESCOLA DE REFERENCIA EM ENSINO MEDIO ELISA MARQUES DE ASSIS;3,5
PE;2611507;Quipapá;26102250;ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR FERNANDO PESSOA DE MELLO;3,8
PE;2611804;Ribeirão;26102552;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO LOPES DE SIQUEIRA SANTOS;4,2
PE;2611804;Ribeirão;26102617;COLEGIO SAO JOSE;5,4
PE;2611804;Ribeirão;26102633;ESCOLA PADRE AMERICO NOVAIS;3,3
PE;2611804;Ribeirão;26103052;ESCOLA JOAQUIM NABUCO - RIBEIRAO;-
PE;2611903;Rio Formoso;26103370;ESCOLA JOAQUIM SILVERIO PIMENTEL;3,2
PE;2611903;Rio Formoso;26103745;ESCOLA DE REFERENCIA EM ENSINO MEDIO WILSON DE ANDRADE BARRETO;4,7
PE;2614857;Tamandaré;26103834;ESCOLA DE REFERENCIA EM ENSINO MEDIO TAMANDARE;4,3
PE;2612901;São Benedito do Sul;26104083;ESCOLA DE REFERENCIA EM ENSINO MEDIO ELOY MALTA DE ALENCAR;-
PE;2613404;São José da Coroa Grande;26104229;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CARLOS JOSE DIAS DA SILVA;4,5
PE;2613404;São José da Coroa Grande;26104245;ESCOLA SAO FRANCISCO DE ASSIS - LT;3,5
PE;2614204;Sirinhaém;26104601;ESCOLA ESTADUAL BARRA DO SIRINHAEM;-
PE;2614204;Sirinhaém;26104920;ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR EURICO CHAVES;4,1
PE;2616506;Xexéu;26105101;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO PEREIRA SOBRINHO;4
PE;2606804;Igarassu;26105195;ESCOLA DE REFERENCIA EM ENSINO MEDIO BRASILINO JOSE DE CARVALHO;4,7
PE;2606804;Igarassu;26105225;ESCOLA DESEMBARGADOR CARLOS XAVIER PAES BARRETTO;-
PE;2606804;Igarassu;26105250;ESCOLA DE REFERENCIA EM ENSINO MEDIO EURICO PFISTERER;-
PE;2606804;Igarassu;26105314;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO PESSOA GUERRA;3,9
PE;2606804;Igarassu;26105519;ESCOLA SANTOS COSME E DAMIAO;3,6
PE;2606804;Igarassu;26105810;NUCLEO EDUCACIONAL MACHADO DE ASSIS;5,8
PE;2601052;Araçoiaba;26105837;ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA GAYAO PESSOA GUERRA;3,7
PE;2606804;Igarassu;26105888;ESCOLA NOVA CRUZ;-
PE;2607604;Ilha de Itamaracá;26106060;ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTO AUGUSTO DE MORAIS PRADINES;5
PE;2607604;Ilha de Itamaracá;26106159;ESCOLA SENADOR PAULO PESSOA GUERRA;3,9
PE;2607752;Itapissuma;26106337;ESCOLA PROFESSORA GERCINA FERNANDES RODRIGUES;3,3
PE;2607752;Itapissuma;26106353;ESCOLA SENADOR JOSE ERMIRIO DE MORAES;3,5
PE;2607752;Itapissuma;26106388;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA EURIDICE CADAVAL;4,4
PE;2600054;Abreu e Lima;26106582;ESCOLA GENERAL ABREU E LIMA;2,8
PE;2600054;Abreu e Lima;26106612;ESCOLA MARECHAL COSTA E SILVA;3,5
PE;2600054;Abreu e Lima;26106698;ESCOLA ORFANATO ESTRELA DE BETHEL;3,6
PE;2600054;Abreu e Lima;26106701;ESCOLA PASTOR AMARO DE SENA;-
PE;2600054;Abreu e Lima;26106728;ESCOLA POLIVALENTE DE ABREU E LIMA;-
PE;2600054;Abreu e Lima;26106957;ESCOLA DE REFERENCIA EM ENSINO MEDIO LUIZ RODOLFO DE ARAUJO JUNIOR;4,3
PE;2600054;Abreu e Lima;26107074;ESCOLA PROFESSORA AZINETE RAMOS CARNEIRO;3,3
PE;2600054;Abreu e Lima;26107082;ESCOLA PROFESSORA ISAURA DE FRANCA;-
PE;2603454;Camaragibe;26107210;CENTRO DE ATIVIDADES ANTONIO CARLOS AZEVEDO DE MENEZES;6,3
PE;2603454;Camaragibe;26107546;ESCOLA ANTONIO CORREIA DE ARAUJO;3,9
PE;2603454;Camaragibe;26107562;ESCOLA CONSELHEIRO SAMUEL MAC DOWELL;4,2
PE;2603454;Camaragibe;26107570;ESCOLA DE REFERENCIA EM ENSINO MEDIO DEPUTADO OSCAR CARNEIRO;4,5
PE;2603454;Camaragibe;26107597;ESCOLA FRANCISCO DE PAULA CORREIA DE ARAUJO;-
PE;2603454;Camaragibe;26107600;ESCOLA FREI CANECA;4,2
PE;2603454;Camaragibe;26107651;ESCOLA MARIA DA CONCEICAO DO REGO B LACERDA;3,6
PE;2603454;Camaragibe;26107678;ESCOLA MINISTRO JARBAS PASSARINHO;4,6
PE;2603454;Camaragibe;26107937;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ANTONIO CARNEIRO LEAO;-
PE;2603454;Camaragibe;26107945;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CARLOS FREDERICO DO REGO MACIEL;4,8
PE;2603454;Camaragibe;26107961;ESCOLA PROFESSOR NELSON CHAVES;3,8
PE;2603454;Camaragibe;26107996;ESCOLA VALE DAS PEDREIRAS;4,4
PE;2603454;Camaragibe;26108038;ESCOLA DE REFERENCIA EM ENSINO MEDIO TITO PEREIRA DE OLIVEIRA;4,6
PE;2603454;Camaragibe;26108046;ESCOLA MAJOR LELIO;4,1
PE;2603454;Camaragibe;26108275;ESCOLA SANTA APOLONIA;3,7
PE;2607901;Jaboatão dos Guararapes;26108801;ESCOLA FREI ROMEU PEREA;3,9
PE;2607901;Jaboatão dos Guararapes;26108925;ESCOLA NESTOR GOMES DE MOURA;3,2
PE;2607901;Jaboatão dos Guararapes;26108984;ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MAURO MOTA;4,4
PE;2607901;Jaboatão dos Guararapes;26109042;ESCOLA DE REFERENCIA EM ENSINO MEDIO RODOLFO AURELIANO;4,4
PE;2607901;Jaboatão dos Guararapes;26109107;ESCOLA DE REFERENCIA EM ENSINO MEDIO SIMON BOLIVAR;4
PE;2607901;Jaboatão dos Guararapes;26109115;ESCOLA SOUZA BRANDAO;4
PE;2607901;Jaboatão dos Guararapes;26109360;ESCOLA BERNARDO VIEIRA;3,5
PE;2607901;Jaboatão dos Guararapes;26109441;ESCOLA DE REFERENCIA EM ENSINO MEDIO DESPORTISTA RUBEM RODRIGUES MOREIRA;4,6
PE;2607901;Jaboatão dos Guararapes;26109468;ESCOLA DE REFERENCIA EM ENSINO MEDIO VILA RICA;4,9
PE;2607901;Jaboatão dos Guararapes;26109506;ESCOLA HENRIQUETA DE OLIVEIRA;3,9
PE;2607901;Jaboatão dos Guararapes;26110016;ESCOLA FREI JABOATAO;4,2
PE;2607901;Jaboatão dos Guararapes;26110148;ESCOLA ALFREDO TENORIO;-
PE;2607901;Jaboatão dos Guararapes;26110199;ESCOLA DE REFERENCIA EM ENSINO MEDIO MURILO BRAGA;3,8
PE;2607901;Jaboatão dos Guararapes;26110229;ESCOLA PROFESSORA ODETE ANTUNES;4,1
PE;2607901;Jaboatão dos Guararapes;26110237;ESCOLA SENADOR PETRONIO PORTELA;3,8
PE;2607901;Jaboatão dos Guararapes;26110245;ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR ADERBAL JUREMA;4,6
PE;2607901;Jaboatão dos Guararapes;26110270;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MOACYR DE ALBUQUERQUE;4,8
PE;2607901;Jaboatão dos Guararapes;26110598;COLEGIO PROFESSORA ZULEIDE CONSTANTINO;5,4
PE;2607901;Jaboatão dos Guararapes;26110849;ESCOLA ALTO DOS GUARARAPES;3,9
PE;2607901;Jaboatão dos Guararapes;26110857;ESCOLA ALZIRA DA FONSECA BREUEL;-
PE;2607901;Jaboatão dos Guararapes;26110881;ESCOLA DE REFERENCIA EM ENSINO MEDIO AUGUSTO SEVERO;5,4
PE;2607901;Jaboatão dos Guararapes;26110970;ESCOLA EDMUR ARLINDO DE OLIVEIRA;3,9
PE;2607901;Jaboatão dos Guararapes;26110997;ESCOLA DE REFERENCIA EM ENSINO MEDIO EDSON MOURY FERNANDES;4,2
PE;2607901;Jaboatão dos Guararapes;26111012;ESCOLA DE REFERENCIA EM ENSINO MEDIO FELIPE CAMARAO;4,9
PE;2607901;Jaboatão dos Guararapes;26111020;ESCOLA DE REFERENCIA EM ENSINO MEDIO HUMBERTO LINS BARRADAS;3,9
PE;2607901;Jaboatão dos Guararapes;26111071;ESCOLA JOSE GLICERIO;3,6
PE;2607901;Jaboatão dos Guararapes;26111195;ESCOLA PEDRO BARROS FILHO;4,4
PE;2607901;Jaboatão dos Guararapes;26111209;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR BENEDITO CUNHA MELO;-
PE;2607901;Jaboatão dos Guararapes;26111225;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR EPITACIO ANDRE DIAS;4,4
PE;2607901;Jaboatão dos Guararapes;26111241;ESCOLA DESEMBARGADOR JOSE NEVES FILHO;-
PE;2607901;Jaboatão dos Guararapes;26111268;ESCOLA JOAO PAULO I;4
PE;2607901;Jaboatão dos Guararapes;26111284;ESCOLA VILA JOAO DE DEUS;-
PE;2607901;Jaboatão dos Guararapes;26111314;ESCOLA SATURNINO DE BRITO;-
PE;2607901;Jaboatão dos Guararapes;26111349;ESCOLA SUPERVISORA MIRIAM SEIXAS;3,7
PE;2607901;Jaboatão dos Guararapes;26111357;ESCOLA ZEQUINHA BARRETO;4,2
PE;2607901;Jaboatão dos Guararapes;26111403;ESCOLA DE REFERENCIA EM ENSINO MEDIO ADELAIDE PESSOA CAMARA;4,6
PE;2607901;Jaboatão dos Guararapes;26111411;ESCOLA AMOR DIVINO;3,5
PE;2609402;Moreno;26111853;ESCOLA ARTUR MENDONCA;3,7
PE;2609402;Moreno;26111870;ESCOLA DE REFERENCIA EM ENSINO MEDIO CARDEAL DOM JAIME CAMARA;4,4
PE;2609402;Moreno;26111926;ESCOLA MARIA DO CEU BANDEIRA;3,6
PE;2609402;Moreno;26112108;ESCOLA DE REFERENCIA EM ENSINO MEDIO SOFRONIO PORTELA;4,1
PE;2609600;Olinda;26112680;COLEGIO DE SAO BENTO DE OLINDA;6,4
PE;2609600;Olinda;26112701;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE OLINDA;4,9
PE;2609600;Olinda;26113198;ESCOLA ANTONIO SOUTO FILHO;3,2
PE;2609600;Olinda;26113210;ESCOLA ARGENTINA CASTELLO BRANCO;4,2
PE;2609600;Olinda;26113236;ESCOLA AUREA DE MOURA CAVALCANTI;-
PE;2609600;Olinda;26113279;ESCOLA CEL VALERIANO EUGENIO DE MELO;-
PE;2609600;Olinda;26113325;ESCOLA CLIDIO DE LIMA NIGRO;4
PE;2609600;Olinda;26113333;ESCOLA CONEGO JONAS TAURINO;-
PE;2609600;Olinda;26113392;ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR RENATO FONSECA;4,5
PE;2609600;Olinda;26113538;ESCOLA GUEDES ALCOFORADO;-
PE;2609600;Olinda;26113562;ESCOLA JERONIMO ALBUQUERQUE;-
PE;2609600;Olinda;26113635;ESCOLA MARIA EMILIA ROMEIRO ESTELITA;4,1
PE;2609600;Olinda;26113660;ESCOLA MARECHAL MASCARENHAS DE MORAES;-
PE;2609600;Olinda;26113724;ESCOLA MONSENHOR ARRUDA CAMARA;3,5
PE;2609600;Olinda;26113783;ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE FRANCISCO CARNEIRO;4,4
PE;2609600;Olinda;26113805;ESCOLA PINTOR MANOEL BANDEIRA;-
PE;2609600;Olinda;26113813;ESCOLA COMPOSITOR ANTONIO MARIA;-
PE;2609600;Olinda;26113830;ESCOLA PROFESSOR CANDIDO PESSOA;-
PE;2609600;Olinda;26113856;ESCOLA PROFESSOR ESTEVAO PINTO;3,5
PE;2609600;Olinda;26113872;ESCOLA PROFESSORA DEANA CLARK XAVIER;-
PE;2609600;Olinda;26113880;ESCOLA PROFESSORA INES BORBA;-
PE;2609600;Olinda;26113929;ESCOLA RAIMUNDO DINIZ;3,5
PE;2609600;Olinda;26113953;ESCOLA DE REFERENCIA EM ENSINO MEDIO COSTA AZEVEDO;3,6
PE;2609600;Olinda;26114135;ESCOLA SANTO INACIO DE LOYOLA;-
PE;2609600;Olinda;26114496;ESCOLA DE REFERENCIA EM ENSINO MEDIO CAPITAO LUIZ REIS;-
PE;2609600;Olinda;26114607;ESCOLA JOAO MATOS GUIMARAES;4,1
PE;2609600;Olinda;26114720;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ERNESTO SILVA;4,8
PE;2609600;Olinda;26114852;ESCOLA SIGISMUNDO GONCALVES;3,9
PE;2609600;Olinda;26114860;ESCOLA TABAJARA;-
PE;2609600;Olinda;26115085;ESCOLA THEMISTOCLES DE ANDRADE;3,6
PE;2610707;Paulista;26115441;CENTRO ATIV APRIGIO VELLOSO DA SILVEIRA - SESI PAULISTA;4,7
PE;2610707;Paulista;26115883;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE PAULISTA;4,4
PE;2610707;Paulista;26115913;ESCOLA DOUTOR LUIZ CABRAL DE MELO;4
PE;2610707;Paulista;26115964;ESCOLA GOVERNADOR ERALDO GUEIROS LEITE;-
PE;2610707;Paulista;26115999;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE MANUEL DE QUEIROZ;4,3
PE;2610707;Paulista;26116014;ESCOLA DE REFERENCIA EM ENSINO MEDIO MAESTRO NELSON FERREIRA;-
PE;2610707;Paulista;26116308;ESCOLA PRESIDENTE CASTELO BRANCO;-
PE;2610707;Paulista;26116316;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA AMARINA SIMOES;-
PE;2610707;Paulista;26116324;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ARNALDO CARNEIRO LEAO;4,9
PE;2610707;Paulista;26116359;ESCOLA PROFESSOR JOSE BRASILEIRO VILA NOVA;-
PE;2610707;Paulista;26116367;ESCOLA PROFESSORA GENEROSA GIL PEREZ;4,1
PE;2610707;Paulista;26116383;ESCOLA PROFESSORA MARIA ALVES MACHADO;-
PE;2610707;Paulista;26116391;ESCOLA PROFESSORA ZULMIRA DE PAULA ALMEIDA;3,8
PE;2610707;Paulista;26116413;ESCOLA RADIALISTA LUIZ QUEIROGA;4,1
PE;2610707;Paulista;26116634;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA MARIA DO CARMO PINTO RIBEIRO;4,1
PE;2610707;Paulista;26117010;ESCOLA ESTADUAL SAO JOSE;3,8
PE;2610707;Paulista;26117045;ESCOLA DANTAS BARRETO;4,1
PE;2610707;Paulista;26117088;ESCOLA WALFRIDO ADVINCULA;3,8
PE;2610707;Paulista;26117258;ESCOLA CUSTODIO PESSOA;-
PE;2610707;Paulista;26117274;ESCOLA MANUEL BASTOS TIGRE;3,6
PE;2610707;Paulista;26117290;ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE OSMAR NOVAES;4,4
PE;2610707;Paulista;26117436;SANTA JOANA COLEGIO E CURSO;4,3
PE;2611606;Recife;26118262;COLEGIO VISAO;6,2
PE;2611606;Recife;26118742;ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PAULO PESSOA GUERRA;4,8
PE;2611606;Recife;26119730;ESCOLA DE APLICACAO DO RECIFE - FCAP UPE;7,7
PE;2611606;Recife;26120100;ESCOLA PROFESSORA INALDA SPINELLI;3,3
PE;2611606;Recife;26120992;ESCOLA LICEU DE ARTES E OFICIOS;4,6
PE;2611606;Recife;26121247;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM NABUCO;4,2
PE;2611606;Recife;26121344;ESCOLA LUIZ DELGADO;-
PE;2611606;Recife;26121514;COLEGIO DE SAO JOSE;5,2
PE;2611606;Recife;26121654;ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA;4,4
PE;2611606;Recife;26121670;ESCOLA POETA MANUEL BANDEIRA;3,3
PE;2611606;Recife;26121751;ESCOLA DE REFERENCIA EM ENSINO MEDIO GINASIO PERNAMBUCANO - CRUZ CABUGA;4,9
PE;2611606;Recife;26121816;ESCOLA TECNICA ESTADUAL ALMIRANTE SOARES DUTRA;5,6
PE;2611606;Recife;26121859;ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FERNANDES;3,9
PE;2611606;Recife;26121921;ESCOLA DE REFERENCIA EM ENSINO MEDIO SIZENANDO SILVEIRA;4,8
PE;2611606;Recife;26121948;ESCOLA SYLVIO RABELO;-
PE;2611606;Recife;26122081;COLEGIO DAS DAMAS DA INSTRUCAO CRISTA;-
PE;2611606;Recife;26122120;COLEGIO DA POLICIA MILITAR DE PERNAMBUCO;5,4
PE;2611606;Recife;26122162;COLEGIO MARISTA SAO LUIS;6,8
PE;2611606;Recife;26122227;ESCOLA GOVERNADOR BARBOSA LIMA;-
PE;2611606;Recife;26122260;ESCOLA PROFESSOR MOTTA E ALBUQUERQUE;3,9
PE;2611606;Recife;26122278;ESCOLA REGUEIRA COSTA;4,9
PE;2611606;Recife;26122510;ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOVIS BEVILAQUA;-
PE;2611606;Recife;26122677;ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA PAULA FRASSINETTI;4,7
PE;2611606;Recife;26122685;ESCOLA TECNICA ESTADUAL PROFESSOR AGAMENON MAGALHAES - ETEPAM;5,6
PE;2611606;Recife;26122839;ESCOLA DE REFERENCIA EM ENSINO MEDIO OTHON PARAISO;4
PE;2611606;Recife;26122847;ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS;-
PE;2611606;Recife;26122960;ESCOLA VIDAL DE NEGREIROS;3,7
PE;2611606;Recife;26123258;ESCOLA DE REFERENCIA EM ENSINO MEDIO MARTINS JUNIOR;4,2
PE;2611606;Recife;26123282;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM TAVORA;4,6
PE;2611606;Recife;26123479;ESCOLA ALBERTO TORRES;4,5
PE;2611606;Recife;26123517;ESCOLA JOSE MARIANO;3,7
PE;2611606;Recife;26123533;ESCOLA MONSENHOR ALVARO NEGROMONTE;3,5
PE;2611606;Recife;26123576;ESCOLA PRESIDENTE HUMBERTO CASTELO BRANCO;-
PE;2611606;Recife;26123592;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR TRAJANO DE MENDONCA;4,8
PE;2611606;Recife;26123703;ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FALCAO;4,3
PE;2611606;Recife;26123819;ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIANO TEIXEIRA;4,7
PE;2611606;Recife;26124190;ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTOS DUMONT;5,1
PE;2611606;Recife;26124297;COLEGIO DE APLICACAO DO CE DA UFPE;-
PE;2611606;Recife;26124432;ESCOLA DE REFERENCIA EM ENSINO MEDIO APOLONIO SALES;3,9
PE;2611606;Recife;26124440;ESCOLA ASSIS CHATEAUBRIAND;3,2
PE;2611606;Recife;26124580;ESCOLA ELEANOR ROOSEVELT;-
PE;2611606;Recife;26124599;ESCOLA ENEIDA RABELLO;-
PE;2611606;Recife;26124602;ESCOLA DE REFERENCIA EM ENSINO MEDIO ENGENHEIRO LAURO DINIZ;4,7
PE;2611606;Recife;26124645;ESCOLA JORNALISTA COSTA PORTO;-
PE;2611606;Recife;26124653;ESCOLA DE REFERENCIA EM ENSINO MEDIO LAGOA ENCANTADA;3,7
PE;2611606;Recife;26124670;ESCOLA MARECHAL EURICO GASPAR DUTRA;3,7
PE;2611606;Recife;26124696;ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA;4,4
PE;2611606;Recife;26124785;ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME;-
PE;2611606;Recife;26124920;ESCOLA SAO FRANCISCO DE ASSIS - RS;-
PE;2611606;Recife;26125013;ESCOLA GERCINO DE PONTES;4,1
PE;2611606;Recife;26125048;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO BEZERRA;4,5
PE;2611606;Recife;26125250;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR FERNANDO MOTA;4,4
PE;2611606;Recife;26125358;ESCOLA MONTE VERDE;-
PE;2611606;Recife;26125641;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE VILELA;4,3
PE;2611606;Recife;26125650;ESCOLA LIONS DE PARNAMIRIM;-
PE;2611606;Recife;26125668;COLEGIO MOTIVO;-
PE;2611606;Recife;26125757;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CANDIDO DUARTE;4,6
PE;2611606;Recife;26125781;ESCOLA DE REFERENCIA EM ENSINO MEDIO SILVA JARDIM;4,9
PE;2611606;Recife;26125943;ESCOLA MONSENHOR MANOEL MARQUES;3,7
PE;2611606;Recife;26125978;ESCOLA DE REFERENCIA EM ENSINO MEDIO ALVARO LINS;4,4
PE;2611606;Recife;26126010;ESCOLA CAIO PEREIRA;3,4
PE;2611606;Recife;26126044;ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOTILDE DE OLIVEIRA;4,1
PE;2611606;Recife;26126079;ESCOLA DE REFERENCIA EM ENSINO MEDIO AGEU MAGALHAES;5,2
PE;2611606;Recife;26126109;ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO;4,5
PE;2611606;Recife;26126125;ESCOLA DOM BOSCO - RECIFE;3,4
PE;2611606;Recife;26126133;ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM VITAL;4,7
PE;2611606;Recife;26126141;ESCOLA DONA MARIA TERESA CORREA;3,1
PE;2611606;Recife;26126150;ESCOLA ERUNDINA NEGREIROS DE ARAUJO;4
PE;2611606;Recife;26126206;ESCOLA GILBERTO FREYRE;3,4
PE;2611606;Recife;26126214;ESCOLA GOV CARLOS DE LIMA CAVALCANTI;-
PE;2611606;Recife;26126290;ESCOLA MARIA AMALIA;-
PE;2611606;Recife;26126443;ESCOLA NOSSA SENHORA DE FATIMA - RN;3,8
PE;2611606;Recife;26126605;ESCOLA TOME GIBSON;3,2
PE;2611606;Recife;26126613;ESCOLA ROSA DE MAGALHAES MELO;3,5
PE;2611606;Recife;26126621;ESCOLA ROTARY DE NOVA DESCOBERTA;-
PE;2611606;Recife;26127091;COLEGIO DOURADO;5,4
PE;2611606;Recife;26127300;ESCOLA DE REFERENCIA EM ENSINO MEDIO DIARIO DE PERNAMBUCO;4,1
PE;2611606;Recife;26127334;ESCOLA DE REFERENCIA EM ENSINO MEDIO JORNALISTA TRAJANO CHACON;4,7
PE;2611606;Recife;26127415;ESCOLA DE REFERENCIA EM ENSINO MEDIO OLINTO VICTOR;5,3
PE;2611606;Recife;26127423;ESCOLA PINTOR LAURO VILLARES;3,5
PE;2611606;Recife;26127431;ESCOLA PROFESSOR LEAL DE BARROS;3,8
PE;2611606;Recife;26127474;ESCOLA PADRE DEHON;3,9
PE;2611606;Recife;26127512;ESCOLA SENADOR NOVAES FILHO;3,4
PE;2611606;Recife;26127571;ESCOLA BARROS CARVALHO;3,7
PE;2611606;Recife;26127695;ESCOLA JOAQUIM XAVIER DE BRITO;-
PE;2611606;Recife;26127741;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA HELENA PUGO;3,9
PE;2611606;Recife;26128101;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE BEBERIBE;4,7
PE;2611606;Recife;26128160;ESCOLA DOUTOR FABIO CORREA;3,6
PE;2611606;Recife;26128179;ESCOLA DOUTOR FRANCISCO PESSOA DE QUEIROZ;-
PE;2611606;Recife;26128195;ESCOLA DE REFERENCIA EM ENSINO MEDIO JARBAS PERNAMBUCANO;4,2
PE;2611606;Recife;26128403;ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE NERCIO RODRIGUES;4,3
PE;2611606;Recife;26128420;ESCOLA PEDRO CELSO;-
PE;2611606;Recife;26128497;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ALFREDO FREYRE;4,4
PE;2611606;Recife;26128527;ESCOLA ROTARY DO ALTO DO PASCOAL;3,3
PE;2611606;Recife;26128586;ESCOLA SAO JUDAS TADEU;-
PE;2611606;Recife;26128594;ESCOLA SAO MIGUEL;3,9
PE;2611606;Recife;26128721;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MARDONIO DE ANDRADE LIMA COELHO;4,3
PE;2613701;São Lourenço da Mata;26129027;UFRPE - COLEGIO AGRICOLA DOM AGOSTINHO IKAS DA UFRPE;-
PE;2613701;São Lourenço da Mata;26129086;ESCOLA DE REFERENCIA EM ENSINO MEDIO CONDE CORREA DE ARAUJO;4,6
PE;2613701;São Lourenço da Mata;26129094;ESCOLA DE REFERENCIA EM ENSINO MEDIO CONDE PEREIRA CARNEIRO;4,1
PE;2613701;São Lourenço da Mata;26129124;ESCOLA DONA LEONOR PORTO;3,8
PE;2613701;São Lourenço da Mata;26129388;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR AGAMENOM MAGALHAES;3,7
PE;2613701;São Lourenço da Mata;26129566;ESCOLA 10 DE AGOSTO;-
PE;2602902;Cabo de Santo Agostinho;26129817;ESCOLA DESEMBARGADOR ANTONIO DA SILVA GUIMARAES;3,6
PE;2602902;Cabo de Santo Agostinho;26129868;ESCOLA TECNICA ESTADUAL EPITACIO PESSOA;5,3
PE;2602902;Cabo de Santo Agostinho;26129922;ESCOLA LUISA GUERRA;4,1
PE;2602902;Cabo de Santo Agostinho;26130114;ESCOLA DE REFERENCIA EM ENSINO MEDIO PASTOR JOSE FLORENCIO RODRIGUES;4,8
PE;2602902;Cabo de Santo Agostinho;26130149;ESCOLA EMIDIO CAVALCANTI DE ALBUQUERQUE;-
PE;2602902;Cabo de Santo Agostinho;26130203;ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR FRANCISCO PESSOA DE QUEIROZ;4,6
PE;2602902;Cabo de Santo Agostinho;26130319;ESCOLA PROFESSOR NATANAEL BARBOSA MEDRADO;3,5
PE;2602902;Cabo de Santo Agostinho;26130386;ESCOLA JOSE RODRIGUES DE CARVALHO;3,7
PE;2602902;Cabo de Santo Agostinho;26130521;ESCOLA DE REFERENCIA EM ENSINO MEDIO ZUMBI DOS PALMARES;4,3
PE;2607208;Ipojuca;26130947;ESCOLA DOMINGOS DE ALBUQUERQUE;3,4
PE;2607208;Ipojuca;26131528;ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTINA DA COSTA SOARES;3,2
PE;2607208;Ipojuca;26131668;ESCOLA ANIBAL CARDOSO;4
PE;2607208;Ipojuca;26131684;ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI OTTO;3,9
